entity,name,type,primary_key_type,coding_name,is_sparse_coding,is_multi_select,referenced_entity_field,relationship,folder_path,title,units,description
questionnaire,SIBLING_DIAG_PSYCH_ANX_1_M,integer,,SIBLING_DIAG_PSYCH_ANX_1_M,,yes,,,Our Future Health Questionnaire > 4 Family health history,SIBLING_DIAG_PSYCH_ANX_1_M,,Which anxiety disorder(s) specifically has your brother or sister been diagnosed with in their lifetime?
questionnaire,SIBLING_DIAG_PSYCH_DEPR_1_M,integer,,SIBLING_DIAG_PSYCH_DEPR_1_M,,yes,,,Our Future Health Questionnaire > 4 Family health history,SIBLING_DIAG_PSYCH_DEPR_1_M,,Which depressive disorder(s) specifically has your brother or sister been diagnosed with in their lifetime?
questionnaire,SIBLING_DIAG_PSYCH_EAT_1_M,integer,,SIBLING_DIAG_PSYCH_EAT_1_M,,yes,,,Our Future Health Questionnaire > 4 Family health history,SIBLING_DIAG_PSYCH_EAT_1_M,,Which eating disorder(s) specifically has your brother or sister been diagnosed with in their lifetime?
questionnaire,SIBLING_DIAG_REPRO_1_M,integer,,SIBLING_DIAG_REPRO_1_M,,yes,,,Our Future Health Questionnaire > 4 Family health history,SIBLING_DIAG_REPRO_1_M,,Has your brother or sister ever been diagnosed with any of the following conditions?
questionnaire,SIBLING_DIAG_RESP_1_M,integer,,SIBLING_DIAG_RESP_1_M,,yes,,,Our Future Health Questionnaire > 4 Family health history,SIBLING_DIAG_RESP_1_M,,Has your brother or sister ever been diagnosed with any of the following lung or respiratory conditions?
questionnaire,SIBLING_DIAG_UROL_1_M,integer,,SIBLING_DIAG_UROL_1_M,,yes,,,Our Future Health Questionnaire > 4 Family health history,SIBLING_DIAG_UROL_1_M,,Has your brother or sister ever been diagnosed with any of the following kidney or urinary tract problems?
questionnaire,SIBLING_NUM_BROTHERS_1_1,integer,,SIBLING_NUM_BROTHERS_1_1,yes,,,,Our Future Health Questionnaire > 4 Family health history,SIBLING_NUM_BROTHERS_1_1,,How many brothers do you have?
questionnaire,SIBLING_NUM_SISTERS_1_1,integer,,SIBLING_NUM_SISTERS_1_1,yes,,,,Our Future Health Questionnaire > 4 Family health history,SIBLING_NUM_SISTERS_1_1,,How many sisters do you have?
questionnaire,CHILDREN_BIO_FIRST_AGE_1_1,integer,,CHILDREN_BIO_FIRST_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,CHILDREN_BIO_FIRST_AGE_1_1,,How old were you when you had your FIRST child?
questionnaire,CHILDREN_BIO_LAST_AGE_1_1,integer,,CHILDREN_BIO_LAST_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,CHILDREN_BIO_LAST_AGE_1_1,,How old were you when you had your LAST child?
questionnaire,CHILDREN_BIO_NUM_1_1,integer,,CHILDREN_BIO_NUM_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,CHILDREN_BIO_NUM_1_1,,How many children have you fathered?
questionnaire,CHILDREN_BIO_NUM_2_1,integer,,CHILDREN_BIO_NUM_2_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,CHILDREN_BIO_NUM_2_1,,How many biological children have you had?
questionnaire,CHILDREN_BIRTHED_FIRST_AGE_1_1,integer,,CHILDREN_BIRTHED_FIRST_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,CHILDREN_BIRTHED_FIRST_AGE_1_1,,How old were you when you had your FIRST child?
questionnaire,CHILDREN_BIRTHED_LAST_AGE_1_1,integer,,CHILDREN_BIRTHED_LAST_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,CHILDREN_BIRTHED_LAST_AGE_1_1,,How old were you when you had your LAST child?
questionnaire,CHILDREN_BIRTHED_NUM_1_1,integer,,CHILDREN_BIRTHED_NUM_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,CHILDREN_BIRTHED_NUM_1_1,,How many children have you given birth to?
questionnaire,DIAG_1_M,integer,,DIAG_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_1_M,,Has a doctor ever told you that you have had any of the following condition?
questionnaire,DIAG_2_M,integer,,DIAG_2_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_2_M,,Have you ever been diagnosed with any of the following by a doctor or other health professional?
questionnaire,DIAG_ANAEMIA_1_M,integer,,DIAG_ANAEMIA_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_ANAEMIA_1_M,,Have you ever been diagnosed with any of the following types of anaemia by a doctor or other health professional?
questionnaire,DIAG_AUTO_1_M,integer,,DIAG_AUTO_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_AUTO_1_M,,Have you ever been diagnosed with any of the following autoimmune disorders by a doctor or other health professional?
questionnaire,DIAG_CANCER_1_M,integer,,DIAG_CANCER_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_CANCER_1_M,,Which type(s) of cancer specifically were you diagnosed with?
questionnaire,DIAG_CANCER_SKIN_1_M,integer,,DIAG_CANCER_SKIN_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_CANCER_SKIN_1_M,,What type of skin cancer specifically were you diagnosed with?
questionnaire,DIAG_CVD_1_M,integer,,DIAG_CVD_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_CVD_1_M,,Have you ever been diagnosed with any of the following heart or circulatory diseases by a doctor or other health professional?
questionnaire,DIAG_ENDOCR_1_M,integer,,DIAG_ENDOCR_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_ENDOCR_1_M,,Have you ever been diagnosed with the following conditions by a doctor or other health professional?
questionnaire,DIAG_GASTRO_1_M,integer,,DIAG_GASTRO_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_GASTRO_1_M,,Have you ever been diagnosed with any of the following digestive system or liver problems by a doctor or other health professional?
questionnaire,DIAG_NEURO_1_M,integer,,DIAG_NEURO_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_NEURO_1_M,,Have you ever been diagnosed with any of the following neurological or brain disorders by a doctor or other health professional?
questionnaire,DIAG_NEURO_DEV_1_M,integer,,DIAG_NEURO_DEV_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_NEURO_DEV_1_M,,"Have you ever been diagnosed with one or more of the following conditions by a professional, even if you don't have it currently?"
questionnaire,DIAG_OB_1_M,integer,,DIAG_OB_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_OB_1_M,,What type of complication or difficulties with pregnancy or childbirth have you experienced?
questionnaire,DIAG_OPTHAL_1_M,integer,,DIAG_OPTHAL_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_OPTHAL_1_M,,Have you ever been diagnosed with any of the following eye or visual problems by a doctor or other health professional?
questionnaire,DIAG_OSTEO_1_M,integer,,DIAG_OSTEO_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_OSTEO_1_M,,"What type of fractures, breaks, joint or bone problems have you experienced?"
questionnaire,DIAG_PSYCH_1_M,integer,,DIAG_PSYCH_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_PSYCH_1_M,,"Have you ever been diagnosed with one or more of the following conditions by a professional, even if you don't have it currently?"
questionnaire,DIAG_PSYCH_ANX_1_M,integer,,DIAG_PSYCH_ANX_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_PSYCH_ANX_1_M,,Which anxiety disorder(s) specifically have you been diagnosed with in your lifetime?
questionnaire,DIAG_PSYCH_DEPR_1_M,integer,,DIAG_PSYCH_DEPR_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_PSYCH_DEPR_1_M,,Which depressive disorder(s) specifically have you been diagnosed with in your lifetime?
questionnaire,DIAG_PSYCH_EAT_1_M,integer,,DIAG_PSYCH_EAT_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_PSYCH_EAT_1_M,,Which eating disorder(s) specifically have you been diagnosed with in your lifetime?
questionnaire,DIAG_REPRO_1_M,integer,,DIAG_REPRO_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_REPRO_1_M,,Have you ever been diagnosed with any of the following conditions by a doctor or other health professional?
questionnaire,DIAG_RESP_1_M,integer,,DIAG_RESP_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_RESP_1_M,,Have you ever been diagnosed with any of the following lung or respiratory conditions by a doctor or other health professional?
questionnaire,DIAG_UROL_1_M,integer,,DIAG_UROL_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,DIAG_UROL_1_M,,Have you ever been diagnosed with any of the following kidney or urinary tract problems by a doctor or other health professional?
questionnaire,GAD7_IMPAIR_1_1,integer,,GAD7_IMPAIR_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GAD7_IMPAIR_1_1,,"How difficult have these problems made it for you to do your work, take care of things at home, or get along with other people?"
questionnaire,GAD7_ITEM1_ANX_1_1,integer,,GAD7_ITEM1_ANX_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GAD7_ITEM1_ANX_1_1,,"Feeling nervous, anxious or on edge?"
questionnaire,GAD7_ITEM2_WORRY_CONTROL_1_1,integer,,GAD7_ITEM2_WORRY_CONTROL_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GAD7_ITEM2_WORRY_CONTROL_1_1,,Not being able to stop or control worrying?
questionnaire,GAD7_ITEM3_WORRY_AMOUNT_1_1,integer,,GAD7_ITEM3_WORRY_AMOUNT_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GAD7_ITEM3_WORRY_AMOUNT_1_1,,Worrying too much about different things?
questionnaire,GAD7_ITEM4_RELAX_1_1,integer,,GAD7_ITEM4_RELAX_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GAD7_ITEM4_RELAX_1_1,,Trouble relaxing?
questionnaire,GAD7_ITEM5_RESTLESS_1_1,integer,,GAD7_ITEM5_RESTLESS_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GAD7_ITEM5_RESTLESS_1_1,,Being so restless that it is hard to sit still?
questionnaire,GAD7_ITEM6_ANNOYED_1_1,integer,,GAD7_ITEM6_ANNOYED_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GAD7_ITEM6_ANNOYED_1_1,,Becoming easily annoyed or irritable?
questionnaire,GAD7_ITEM7_AFRAID_1_1,integer,,GAD7_ITEM7_AFRAID_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GAD7_ITEM7_AFRAID_1_1,,Feeling afraid as if something awful might happen?
questionnaire,GYN_CONTRACEPT_IMPLANT_1_1,integer,,GYN_CONTRACEPT_IMPLANT_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GYN_CONTRACEPT_IMPLANT_1_1,,Have you ever used a medical or implant method of contraception?
questionnaire,GYN_CONTRACEPT_METHODS_1_M,integer,,GYN_CONTRACEPT_METHODS_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,GYN_CONTRACEPT_METHODS_1_M,,What have you used for contraception?
questionnaire,GYN_CONTRACEPT_PILL_1_1,integer,,GYN_CONTRACEPT_PILL_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GYN_CONTRACEPT_PILL_1_1,,Have you ever taken the contraceptive pill?
questionnaire,GYN_CONTRACEPT_PILL_FIRST_AGE_1_1,integer,,GYN_CONTRACEPT_PILL_FIRST_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_CONTRACEPT_PILL_FIRST_AGE_1_1,,About how old were you when you first went on the contraceptive pill?
questionnaire,GYN_CONTRACEPT_PILL_LAST_AGE_1_1,integer,,GYN_CONTRACEPT_PILL_LAST_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_CONTRACEPT_PILL_LAST_AGE_1_1,,How old were you when you last used the contraceptive pill?
questionnaire,GYN_HRT_1_1,integer,,GYN_HRT_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GYN_HRT_1_1,,Have you ever used hormone replacement therapy (HRT)?
questionnaire,GYN_HRT_FIRST_TRT_AGE_1_1,integer,,GYN_HRT_FIRST_TRT_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_HRT_FIRST_TRT_AGE_1_1,,How old were you when you first used HRT?
questionnaire,GYN_HRT_LAST_TRT_AGE_1_1,integer,,GYN_HRT_LAST_TRT_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_HRT_LAST_TRT_AGE_1_1,,How old were you when you last used HRT?
questionnaire,GYN_HYST_1_1,integer,,GYN_HYST_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GYN_HYST_1_1,,Have you had a hysterectomy (womb removed)?
questionnaire,GYN_HYST_AGE_1_1,integer,,GYN_HYST_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_HYST_AGE_1_1,,How old were you when you had your hysterectomy?
questionnaire,GYN_MENOPAUSE_1_1,integer,,GYN_MENOPAUSE_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENOPAUSE_1_1,,Have you had your menopause (periods stopped)?
questionnaire,GYN_MENOPAUSE_2_1,integer,,GYN_MENOPAUSE_2_1,,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENOPAUSE_2_1,,Have you had your menopause (periods stopped for more than 12 months)?
questionnaire,GYN_MENOPAUSE_LAST_PERIOD_AGE_1_1,integer,,GYN_MENOPAUSE_LAST_PERIOD_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENOPAUSE_LAST_PERIOD_AGE_1_1,,How old were you when your periods stopped?
questionnaire,GYN_MENOPAUSE_LAST_PERIOD_AGE_2_1,integer,,GYN_MENOPAUSE_LAST_PERIOD_AGE_2_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENOPAUSE_LAST_PERIOD_AGE_2_1,,How old were you when you had your last period?
questionnaire,GYN_MENSTR_AGE_1_1,integer,,GYN_MENSTR_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENSTR_AGE_1_1,,How old were you when your periods started?
questionnaire,GYN_MENSTR_CYCLE_DAYS_1_1,integer,,GYN_MENSTR_CYCLE_DAYS_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENSTR_CYCLE_DAYS_1_1,,How many days is your usual menstrual cycle?
questionnaire,GYN_MENSTR_CYCLE_DAYS_2_1,integer,,GYN_MENSTR_CYCLE_DAYS_2_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENSTR_CYCLE_DAYS_2_1,,How many days are there usually between your periods?
questionnaire,GYN_MENSTR_LAST_PERIOD_DAYS_1_1,integer,,GYN_MENSTR_LAST_PERIOD_DAYS_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENSTR_LAST_PERIOD_DAYS_1_1,,How many days since your last menstrual period?
questionnaire,GYN_MENSTR_LAST_PERIOD_DAYS_2_1,integer,,GYN_MENSTR_LAST_PERIOD_DAYS_2_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_MENSTR_LAST_PERIOD_DAYS_2_1,,How many days since your last menstrual period?
questionnaire,GYN_OOPH_1_1,integer,,GYN_OOPH_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,GYN_OOPH_1_1,,Have you had BOTH ovaries removed?
questionnaire,GYN_OOPH_AGE_1_1,integer,,GYN_OOPH_AGE_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,GYN_OOPH_AGE_1_1,,How old were you when you had BOTH ovaries removed?
questionnaire,HEALTH_AMPUTATION_1_1,integer,,HEALTH_AMPUTATION_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_AMPUTATION_1_1,,Have you ever had surgery to remove any of the following?
questionnaire,HEALTH_CHECK_COLORECTAL_1_1,integer,,HEALTH_CHECK_COLORECTAL_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_CHECK_COLORECTAL_1_1,,Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)
questionnaire,HEALTH_CHECK_COLORECTAL_YRS_1_1,integer,,HEALTH_CHECK_COLORECTAL_YRS_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_CHECK_COLORECTAL_YRS_1_1,,How many years ago was the most recent one of these tests?
questionnaire,HEALTH_CHECK_MAMMOGRAM_1_1,integer,,HEALTH_CHECK_MAMMOGRAM_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_CHECK_MAMMOGRAM_1_1,,Have you ever been for breast cancer screening (a mammogram)?
questionnaire,HEALTH_CHECK_MAMMOGRAM_YRS_1_1,integer,,HEALTH_CHECK_MAMMOGRAM_YRS_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_CHECK_MAMMOGRAM_YRS_1_1,,How many years ago was your last screen?
questionnaire,HEALTH_CHECK_PROSTATE_1_1,integer,,HEALTH_CHECK_PROSTATE_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_CHECK_PROSTATE_1_1,,Have you ever had a blood test for prostate cancer (prostate specific antigen or PSA test)?
questionnaire,HEALTH_CHECK_PROSTATE_YRS_1_1,integer,,HEALTH_CHECK_PROSTATE_YRS_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_CHECK_PROSTATE_YRS_1_1,,How many years ago was your last test?
questionnaire,HEALTH_CHECK_SMEAR_1_1,integer,,HEALTH_CHECK_SMEAR_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_CHECK_SMEAR_1_1,,Have you ever had a cervical smear test?
questionnaire,HEALTH_CHECK_SMEAR_YRS_1_1,integer,,HEALTH_CHECK_SMEAR_YRS_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_CHECK_SMEAR_YRS_1_1,,How many years ago was your last cervical smear test?
questionnaire,HEALTH_COVID_1_1,integer,,HEALTH_COVID_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_COVID_1_1,,Do you think that you have or have had COVID-19?
questionnaire,HEALTH_DENTAL_1_M,integer,,HEALTH_DENTAL_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_DENTAL_1_M,,Do you have any of the following?
questionnaire,HEALTH_FALLS_1_1,integer,,HEALTH_FALLS_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_FALLS_1_1,,In the last year have you had any falls?
questionnaire,HEALTH_PAIN_ACUTE_1_M,integer,,HEALTH_PAIN_ACUTE_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_ACUTE_1_M,,In the last month have you experienced any of the following that interfered with your usual activities?
questionnaire,HEALTH_PAIN_ACUTE_2_M,integer,,HEALTH_PAIN_ACUTE_2_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_ACUTE_2_M,,In the last month have you experienced any of the following that interfered with your usual activities?
questionnaire,HEALTH_PAIN_CHEST_1_1,integer,,HEALTH_PAIN_CHEST_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHEST_1_1,,Do you ever have any pain or discomfort in your chest?
questionnaire,HEALTH_PAIN_CHEST_SUBSIDE_1_1,integer,,HEALTH_PAIN_CHEST_SUBSIDE_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHEST_SUBSIDE_1_1,,Does this chest pain go away when you stand still?
questionnaire,HEALTH_PAIN_CHEST_WALK_1_1,integer,,HEALTH_PAIN_CHEST_WALK_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHEST_WALK_1_1,,Do you get this pain or discomfort when you walk at an ordinary pace on the level?
questionnaire,HEALTH_PAIN_CHEST_WALK_UPHILL_1_1,integer,,HEALTH_PAIN_CHEST_WALK_UPHILL_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHEST_WALK_UPHILL_1_1,,Do you get this pain or discomfort when you walk uphill or hurry?
questionnaire,HEALTH_PAIN_CHRONIC_1_M,integer,,HEALTH_PAIN_CHRONIC_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_1_M,,Have you ever experienced any of the following that interfered with your usual activities regularly for more than 3 months?
questionnaire,HEALTH_PAIN_CHRONIC_BACK_1_1,integer,,HEALTH_PAIN_CHRONIC_BACK_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_BACK_1_1,,Have you had back pains for more than 3 months?
questionnaire,HEALTH_PAIN_CHRONIC_BODY_1_1,integer,,HEALTH_PAIN_CHRONIC_BODY_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_BODY_1_1,,Have you had pains all over the body for more than 3 months?
questionnaire,HEALTH_PAIN_CHRONIC_FACE_1_1,integer,,HEALTH_PAIN_CHRONIC_FACE_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_FACE_1_1,,Have you had facial pains for more than 3 months?
questionnaire,HEALTH_PAIN_CHRONIC_HEADACHE_1_1,integer,,HEALTH_PAIN_CHRONIC_HEADACHE_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_HEADACHE_1_1,,Have you had headaches for more than 3 months?
questionnaire,HEALTH_PAIN_CHRONIC_HIP_1_1,integer,,HEALTH_PAIN_CHRONIC_HIP_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_HIP_1_1,,Have you had hip pains for more than 3 months?
questionnaire,HEALTH_PAIN_CHRONIC_KNEE_1_1,integer,,HEALTH_PAIN_CHRONIC_KNEE_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_KNEE_1_1,,Have you had knee pains for more than 3 months?
questionnaire,HEALTH_PAIN_CHRONIC_SHOULDER_1_1,integer,,HEALTH_PAIN_CHRONIC_SHOULDER_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_SHOULDER_1_1,,Have you had neck or shoulder pains for more than 3 months?
questionnaire,HEALTH_PAIN_CHRONIC_STOMACH_1_1,integer,,HEALTH_PAIN_CHRONIC_STOMACH_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_CHRONIC_STOMACH_1_1,,Have you had stomach or abdominal pains for more than 3 months?
questionnaire,HEALTH_PAIN_LEG_1_1,integer,,HEALTH_PAIN_LEG_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_PAIN_LEG_1_1,,Do you get a pain in either leg on walking?
questionnaire,HEALTH_RESP_SHORT_1_1,integer,,HEALTH_RESP_SHORT_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_RESP_SHORT_1_1,,Do you get short of breath walking with people of your own age on level ground?
questionnaire,HEALTH_RESP_WHEEZE_1_1,integer,,HEALTH_RESP_WHEEZE_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_RESP_WHEEZE_1_1,,In the last year have you ever had wheeze or whistling in the chest?
questionnaire,HEALTH_STATUS_CHRONIC_1_1,integer,,HEALTH_STATUS_CHRONIC_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_STATUS_CHRONIC_1_1,,Do you have any physical or mental health conditions or illnesses lasting or expected to last 12 months or more?
questionnaire,HEALTH_STATUS_CURR_1_1,integer,,HEALTH_STATUS_CURR_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_STATUS_CURR_1_1,,In general how would you rate your overall health?
questionnaire,HEALTH_STATUS_DISABILITY_1_1,integer,,HEALTH_STATUS_DISABILITY_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_STATUS_DISABILITY_1_1,,"Do you have any long-standing illness, disability or infirmity?"
questionnaire,HEALTH_STATUS_DISABILITY_SUPPORT_1_M,integer,,HEALTH_STATUS_DISABILITY_SUPPORT_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_STATUS_DISABILITY_SUPPORT_1_M,,Do you receive any of the following?
questionnaire,HEALTH_STATUS_PRIVATE_HEALTHCARE_1_1,integer,,HEALTH_STATUS_PRIVATE_HEALTHCARE_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_STATUS_PRIVATE_HEALTHCARE_1_1,,Do you use private healthcare?
questionnaire,HEALTH_SUN_PROTECT_1_1,integer,,HEALTH_SUN_PROTECT_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_SUN_PROTECT_1_1,,"Do you wear sun protection (e.g. sunscreen lotion, hat) when you spend time outdoors in the summer?"
questionnaire,HEALTH_SUN_SOLARIUM_1_1,integer,,HEALTH_SUN_SOLARIUM_1_1,yes,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_SUN_SOLARIUM_1_1,,How many times a year would you use a solarium or sunlamp?
questionnaire,HEALTH_WEIGHT_CHG_1_1,integer,,HEALTH_WEIGHT_CHG_1_1,,,,,Our Future Health Questionnaire > 5 Your health history,HEALTH_WEIGHT_CHG_1_1,,"Compared with one year ago, has your weight changed?"
questionnaire,MEDICAT_1_M,integer,,MEDICAT_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_1_M,,Do you regularly take medications for any of the following reasons?
questionnaire,MEDICAT_A_1_M,integer,,MEDICAT_A_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_A_1_M,,Do you regularly take any of the following medications?
questionnaire,MEDICAT_AUTO_1_M,integer,,MEDICAT_AUTO_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_AUTO_1_M,,Do you regularly take any of the following medication for an autoimmune disorder?
questionnaire,MEDICAT_B_1_M,integer,,MEDICAT_B_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_B_1_M,,Do you regularly take any of the following?
questionnaire,MEDICAT_C_1_M,integer,,MEDICAT_C_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_C_1_M,,Do you regularly take any of the following?
questionnaire,MEDICAT_CANCER_1_M,integer,,MEDICAT_CANCER_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_CANCER_1_M,,Are you currently receiving any of the following treatments for cancer?
questionnaire,MEDICAT_CVD_1_M,integer,,MEDICAT_CVD_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_CVD_1_M,,Do you regularly take any of the following medication for heart or circulatory disorders?
questionnaire,MEDICAT_D_1_M,integer,,MEDICAT_D_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_D_1_M,,Do you regularly take any of the following?
questionnaire,MEDICAT_DIAB_1_M,integer,,MEDICAT_DIAB_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_DIAB_1_M,,Do you regularly take any of the following medication for diabetic health?
questionnaire,MEDICAT_ENDOCR_1_M,integer,,MEDICAT_ENDOCR_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_ENDOCR_1_M,,Do you regularly take any of the following medication for endocrine disorders?
questionnaire,MEDICAT_GASTRO_1_M,integer,,MEDICAT_GASTRO_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_GASTRO_1_M,,"Do you regularly take any of the following medication for digestive problems, acid reflux or liver problems?"
questionnaire,MEDICAT_NEURO_1_M,integer,,MEDICAT_NEURO_1_M,,yes,,,Our Future Health Questionnaire > 5 Your health history,MEDICAT_NEURO_1_M,,Do you regularly take any of the following medication for neurological disorders?
